hidden_layers,activation,epochs,learning_rate,batch_size,accuracy
"[16, 32, 16]",relu,10,0.0001,512,0.4868292682926829
"[16, 32, 16]",relu,25,10.0,16,0.5131707317073171
"[16, 32, 16]",relu,25,10.0,32,0.5131707317073171
"[16, 32, 16]",relu,25,10.0,64,0.7278048780487805
"[16, 32, 16]",relu,25,10.0,128,0.4926829268292683
"[16, 32, 16]",relu,25,10.0,256,0.4897560975609756
"[16, 32, 16]",relu,25,10.0,512,0.5131707317073171
"[16, 32, 16]",relu,25,1.0,16,0.5131707317073171
"[16, 32, 16]",relu,25,1.0,32,0.49560975609756097
"[16, 32, 16]",relu,25,1.0,64,0.4868292682926829
"[16, 32, 16]",relu,25,1.0,128,0.5131707317073171
"[16, 32, 16]",relu,25,1.0,256,0.4868292682926829
"[16, 32, 16]",relu,25,1.0,512,0.5131707317073171
"[16, 32, 16]",relu,25,0.1,16,0.7814634146341464
"[16, 32, 16]",relu,25,0.1,32,0.6107317073170732
"[16, 32, 16]",relu,25,0.1,64,0.9619512195121951
"[16, 32, 16]",relu,25,0.1,128,0.9492682926829268
"[16, 32, 16]",relu,25,0.1,256,0.9560975609756097
"[16, 32, 16]",relu,25,0.1,512,0.9502439024390243
"[16, 32, 16]",relu,25,0.01,16,1.0
"[16, 32, 16]",relu,25,0.01,32,1.0
"[16, 32, 16]",relu,25,0.01,64,1.0
"[16, 32, 16]",relu,25,0.01,128,1.0
"[16, 32, 16]",relu,25,0.01,256,0.9317073170731708
"[16, 32, 16]",relu,25,0.01,512,0.8214634146341463
"[16, 32, 16]",relu,25,0.001,16,0.9765853658536585
"[16, 32, 16]",relu,25,0.001,32,0.9551219512195122
"[16, 32, 16]",relu,25,0.001,64,0.9151219512195122
"[16, 32, 16]",relu,25,0.001,128,0.8673170731707317
"[16, 32, 16]",relu,25,0.001,256,0.8341463414634146
"[16, 32, 16]",relu,25,0.001,512,0.6829268292682927
"[16, 32, 16]",relu,25,0.0001,16,0.8663414634146341
"[16, 32, 16]",relu,25,0.0001,32,0.8419512195121951
"[16, 32, 16]",relu,25,0.0001,64,0.7921951219512195
"[16, 32, 16]",relu,25,0.0001,128,0.5131707317073171
"[16, 32, 16]",relu,25,0.0001,256,0.5404878048780488
"[16, 32, 16]",relu,25,0.0001,512,0.5131707317073171
"[16, 32, 16]",relu,50,10.0,16,0.4868292682926829
"[16, 32, 16]",relu,50,10.0,32,0.4868292682926829
"[16, 32, 16]",relu,50,10.0,64,0.5131707317073171
"[16, 32, 16]",relu,50,10.0,128,0.5131707317073171
"[16, 32, 16]",relu,50,10.0,256,0.4868292682926829
"[16, 32, 16]",relu,50,10.0,512,0.4868292682926829
"[16, 32, 16]",relu,50,1.0,16,0.5131707317073171
"[16, 32, 16]",relu,50,1.0,32,0.4868292682926829
"[16, 32, 16]",relu,50,1.0,64,0.5131707317073171
"[16, 32, 16]",relu,50,1.0,128,0.5131707317073171
"[16, 32, 16]",relu,50,1.0,256,0.4868292682926829
"[16, 32, 16]",relu,50,1.0,512,0.5131707317073171
"[16, 32, 16]",relu,50,0.1,16,0.8224390243902439
"[16, 32, 16]",relu,50,0.1,32,0.5131707317073171
"[16, 32, 16]",relu,50,0.1,64,0.8195121951219512
"[16, 32, 16]",relu,50,0.1,128,0.9824390243902439
"[16, 32, 16]",relu,50,0.1,256,0.9482926829268292
"[16, 32, 16]",relu,50,0.1,512,0.926829268292683
"[16, 32, 16]",relu,50,0.01,16,1.0
"[16, 32, 16]",relu,50,0.01,32,1.0
"[16, 32, 16]",relu,50,0.01,64,1.0
"[16, 32, 16]",relu,50,0.01,128,1.0
"[16, 32, 16]",relu,50,0.01,256,0.968780487804878
"[16, 32, 16]",relu,50,0.01,512,0.871219512195122
"[16, 32, 16]",relu,50,0.001,16,1.0
"[16, 32, 16]",relu,50,0.001,32,0.9853658536585366
"[16, 32, 16]",relu,50,0.001,64,0.935609756097561
"[16, 32, 16]",relu,50,0.001,128,0.8975609756097561
"[16, 32, 16]",relu,50,0.001,256,0.8507317073170731
"[16, 32, 16]",relu,50,0.001,512,0.833170731707317
"[16, 32, 16]",relu,50,0.0001,16,0.8595121951219512
"[16, 32, 16]",relu,50,0.0001,32,0.8702439024390244
"[16, 32, 16]",relu,50,0.0001,64,0.8546341463414634
"[16, 32, 16]",relu,50,0.0001,128,0.8087804878048781
"[16, 32, 16]",relu,50,0.0001,256,0.7941463414634147
"[16, 32, 16]",relu,50,0.0001,512,0.5317073170731708
"[16, 32, 16]",relu,100,10.0,16,0.5131707317073171
"[16, 32, 16]",relu,100,10.0,32,0.5131707317073171
"[16, 32, 16]",relu,100,10.0,64,0.48097560975609754
"[16, 32, 16]",relu,100,10.0,128,0.4868292682926829
"[16, 32, 16]",relu,100,10.0,256,0.5131707317073171
"[16, 32, 16]",relu,100,10.0,512,0.23512195121951218
"[16, 32, 16]",relu,100,1.0,16,0.5131707317073171
"[16, 32, 16]",relu,100,1.0,32,0.4868292682926829
"[16, 32, 16]",relu,100,1.0,64,0.4868292682926829
"[16, 32, 16]",relu,100,1.0,128,0.5131707317073171
"[16, 32, 16]",relu,100,1.0,256,0.5131707317073171
"[16, 32, 16]",relu,100,1.0,512,0.4868292682926829
"[16, 32, 16]",relu,100,0.1,16,0.8341463414634146
"[16, 32, 16]",relu,100,0.1,32,0.8878048780487805
"[16, 32, 16]",relu,100,0.1,64,0.5551219512195122
"[16, 32, 16]",relu,100,0.1,128,0.9834146341463414
"[16, 32, 16]",relu,100,0.1,256,0.9824390243902439
"[16, 32, 16]",relu,100,0.1,512,0.8917073170731707
"[16, 32, 16]",relu,100,0.01,16,1.0
"[16, 32, 16]",relu,100,0.01,32,1.0
"[16, 32, 16]",relu,100,0.01,64,1.0
"[16, 32, 16]",relu,100,0.01,128,1.0
"[16, 32, 16]",relu,100,0.01,256,0.9931707317073171
"[16, 32, 16]",relu,100,0.01,512,0.8858536585365854
"[16, 32, 16]",relu,100,0.001,16,1.0
"[16, 32, 16]",relu,100,0.001,32,1.0
"[16, 32, 16]",relu,100,0.001,64,0.9960975609756098
"[16, 32, 16]",relu,100,0.001,128,0.9141463414634147
"[16, 32, 16]",relu,100,0.001,256,0.8790243902439024
"[16, 32, 16]",relu,100,0.001,512,0.8565853658536585
"[16, 32, 16]",relu,100,0.0001,16,0.8995121951219512
"[16, 32, 16]",relu,100,0.0001,32,0.8790243902439024
"[16, 32, 16]",relu,100,0.0001,64,0.8702439024390244
"[16, 32, 16]",relu,100,0.0001,128,0.848780487804878
"[16, 32, 16]",relu,100,0.0001,256,0.5131707317073171
"[16, 32, 16]",relu,100,0.0001,512,0.671219512195122
"[16, 32, 16]",relu,250,10.0,16,0.4868292682926829
"[16, 32, 16]",relu,250,10.0,32,0.31902439024390244
"[16, 32, 16]",relu,250,10.0,64,0.49658536585365853
"[16, 32, 16]",relu,250,10.0,128,0.4868292682926829
"[16, 32, 16]",relu,250,10.0,256,0.4868292682926829
"[16, 32, 16]",relu,250,10.0,512,0.4868292682926829
"[16, 32, 16]",relu,250,1.0,16,0.4868292682926829
"[16, 32, 16]",relu,250,1.0,32,0.4868292682926829
"[16, 32, 16]",relu,250,1.0,64,0.4868292682926829
"[16, 32, 16]",relu,250,1.0,128,0.5131707317073171
"[16, 32, 16]",relu,250,1.0,256,0.5131707317073171
"[16, 32, 16]",relu,250,1.0,512,0.4868292682926829
"[16, 32, 16]",relu,250,0.1,16,0.7570731707317073
"[16, 32, 16]",relu,250,0.1,32,0.6360975609756098
"[16, 32, 16]",relu,250,0.1,64,0.52
"[16, 32, 16]",relu,250,0.1,128,0.7258536585365853
"[16, 32, 16]",relu,250,0.1,256,0.9434146341463414
"[16, 32, 16]",relu,250,0.1,512,0.9775609756097561
"[16, 32, 16]",relu,250,0.01,16,1.0
"[16, 32, 16]",relu,250,0.01,32,1.0
"[16, 32, 16]",relu,250,0.01,64,1.0
"[16, 32, 16]",relu,250,0.01,128,1.0
"[16, 32, 16]",relu,250,0.01,256,0.9824390243902439
"[16, 32, 16]",relu,250,0.01,512,0.8497560975609756
"[16, 32, 16]",relu,250,0.001,16,1.0
"[16, 32, 16]",relu,250,0.001,32,1.0
"[16, 32, 16]",relu,250,0.001,64,0.9970731707317073
"[16, 32, 16]",relu,250,0.001,128,0.9921951219512195
"[16, 32, 16]",relu,250,0.001,256,0.926829268292683
"[16, 32, 16]",relu,250,0.001,512,0.8926829268292683
"[16, 32, 16]",relu,250,0.0001,16,0.9678048780487805
"[16, 32, 16]",relu,250,0.0001,32,0.9453658536585365
"[16, 32, 16]",relu,250,0.0001,64,0.9004878048780488
"[16, 32, 16]",relu,250,0.0001,128,0.8634146341463415
"[16, 32, 16]",relu,250,0.0001,256,0.8273170731707317
"[16, 32, 16]",relu,250,0.0001,512,0.8117073170731708
"[16, 32, 16]",softmax,1,10.0,16,0.5131707317073171
"[16, 32, 16]",softmax,1,10.0,32,0.5131707317073171
"[16, 32, 16]",softmax,1,10.0,64,0.5131707317073171
"[16, 32, 16]",softmax,1,10.0,128,0.5131707317073171
"[16, 32, 16]",softmax,1,10.0,256,0.5131707317073171
"[16, 32, 16]",softmax,1,10.0,512,0.5131707317073171
"[16, 32, 16]",softmax,1,1.0,16,0.4868292682926829
"[16, 32, 16]",softmax,1,1.0,32,0.7834146341463415
"[16, 32, 16]",softmax,1,1.0,64,0.7921951219512195
"[16, 32, 16]",softmax,1,1.0,128,0.5131707317073171
"[16, 32, 16]",softmax,1,1.0,256,0.4868292682926829
"[16, 32, 16]",softmax,1,1.0,512,0.5131707317073171
"[16, 32, 16]",softmax,1,0.1,16,0.8370731707317073
"[16, 32, 16]",softmax,1,0.1,32,0.8497560975609756
"[16, 32, 16]",softmax,1,0.1,64,0.5131707317073171
"[16, 32, 16]",softmax,1,0.1,128,0.4868292682926829
"[16, 32, 16]",softmax,1,0.1,256,0.5131707317073171
"[16, 32, 16]",softmax,1,0.1,512,0.5131707317073171
"[16, 32, 16]",softmax,1,0.01,16,0.7795121951219512
"[16, 32, 16]",softmax,1,0.01,32,0.5131707317073171
"[16, 32, 16]",softmax,1,0.01,64,0.5131707317073171
"[16, 32, 16]",softmax,1,0.01,128,0.5131707317073171
"[16, 32, 16]",softmax,1,0.01,256,0.5131707317073171
"[16, 32, 16]",softmax,1,0.01,512,0.4868292682926829
"[16, 32, 16]",softmax,1,0.001,16,0.5131707317073171
"[16, 32, 16]",softmax,1,0.001,32,0.5131707317073171
"[16, 32, 16]",softmax,1,0.001,64,0.5131707317073171
"[16, 32, 16]",softmax,1,0.001,128,0.4868292682926829
"[16, 32, 16]",softmax,1,0.001,256,0.5131707317073171
"[16, 32, 16]",softmax,1,0.001,512,0.4868292682926829
"[16, 32, 16]",softmax,1,0.0001,16,0.5131707317073171
"[16, 32, 16]",softmax,1,0.0001,32,0.4868292682926829
"[16, 32, 16]",softmax,1,0.0001,64,0.4868292682926829
"[16, 32, 16]",softmax,1,0.0001,128,0.5131707317073171
"[16, 32, 16]",softmax,1,0.0001,256,0.4868292682926829
"[16, 32, 16]",softmax,1,0.0001,512,0.5131707317073171
"[16, 32, 16]",softmax,10,10.0,16,0.5131707317073171
"[16, 32, 16]",softmax,10,10.0,32,0.5131707317073171
"[16, 32, 16]",softmax,10,10.0,64,0.5131707317073171
"[16, 32, 16]",softmax,10,10.0,128,0.5131707317073171
"[16, 32, 16]",softmax,10,10.0,256,0.5131707317073171
"[16, 32, 16]",softmax,10,10.0,512,0.5131707317073171
"[16, 32, 16]",softmax,10,1.0,16,0.5131707317073171
"[16, 32, 16]",softmax,10,1.0,32,0.8058536585365854
"[16, 32, 16]",softmax,10,1.0,64,0.8048780487804879
"[16, 32, 16]",softmax,10,1.0,128,0.7258536585365853
"[16, 32, 16]",softmax,10,1.0,256,0.7678048780487805
"[16, 32, 16]",softmax,10,1.0,512,0.7785365853658537
"[16, 32, 16]",softmax,10,0.1,16,0.88
"[16, 32, 16]",softmax,10,0.1,32,0.8946341463414634
"[16, 32, 16]",softmax,10,0.1,64,0.9082926829268293
"[16, 32, 16]",softmax,10,0.1,128,0.8848780487804878
"[16, 32, 16]",softmax,10,0.1,256,0.895609756097561
"[16, 32, 16]",softmax,10,0.1,512,0.5131707317073171
"[16, 32, 16]",softmax,10,0.01,16,0.944390243902439
"[16, 32, 16]",softmax,10,0.01,32,0.9297560975609757
"[16, 32, 16]",softmax,10,0.01,64,0.9141463414634147
"[16, 32, 16]",softmax,10,0.01,128,0.8351219512195122
"[16, 32, 16]",softmax,10,0.01,256,0.5131707317073171
"[16, 32, 16]",softmax,10,0.01,512,0.4868292682926829
"[16, 32, 16]",softmax,10,0.001,16,0.8458536585365853
"[16, 32, 16]",softmax,10,0.001,32,0.5131707317073171
"[16, 32, 16]",softmax,10,0.001,64,0.4868292682926829
"[16, 32, 16]",softmax,10,0.001,128,0.5131707317073171
"[16, 32, 16]",softmax,10,0.001,256,0.5131707317073171
"[16, 32, 16]",softmax,10,0.001,512,0.4868292682926829
"[16, 32, 16]",softmax,10,0.0001,16,0.4868292682926829
"[16, 32, 16]",softmax,10,0.0001,32,0.4868292682926829
"[16, 32, 16]",softmax,10,0.0001,64,0.5131707317073171
"[16, 32, 16]",softmax,10,0.0001,128,0.5131707317073171
"[16, 32, 16]",softmax,10,0.0001,256,0.4868292682926829
"[16, 32, 16]",softmax,10,0.0001,512,0.5131707317073171
"[16, 32, 16]",softmax,25,10.0,16,0.5131707317073171
"[16, 32, 16]",softmax,25,10.0,32,0.5131707317073171
"[16, 32, 16]",softmax,25,10.0,64,0.5131707317073171
"[16, 32, 16]",softmax,25,10.0,128,0.5131707317073171
"[16, 32, 16]",softmax,25,10.0,256,0.5131707317073171
"[16, 32, 16]",softmax,25,10.0,512,0.5131707317073171
"[16, 32, 16]",softmax,25,1.0,16,0.8058536585365854
"[16, 32, 16]",softmax,25,1.0,32,0.7639024390243903
"[16, 32, 16]",softmax,25,1.0,64,0.7775609756097561
"[16, 32, 16]",softmax,25,1.0,128,0.7639024390243903
"[16, 32, 16]",softmax,25,1.0,256,0.5131707317073171
"[16, 32, 16]",softmax,25,1.0,512,0.7424390243902439
"[16, 32, 16]",softmax,25,0.1,16,0.8682926829268293
"[16, 32, 16]",softmax,25,0.1,32,0.9219512195121952
"[16, 32, 16]",softmax,25,0.1,64,0.8995121951219512
"[16, 32, 16]",softmax,25,0.1,128,0.92
"[16, 32, 16]",softmax,25,0.1,256,0.9239024390243903
"[16, 32, 16]",softmax,25,0.1,512,0.9014634146341464
"[16, 32, 16]",softmax,25,0.01,16,0.9590243902439024
"[16, 32, 16]",softmax,25,0.01,32,0.944390243902439
"[16, 32, 16]",softmax,25,0.01,64,0.9258536585365854
"[16, 32, 16]",softmax,25,0.01,128,0.904390243902439
"[16, 32, 16]",softmax,25,0.01,256,0.8848780487804878
"[16, 32, 16]",softmax,25,0.01,512,0.5131707317073171
"[16, 32, 16]",softmax,25,0.001,16,0.9073170731707317
"[16, 32, 16]",softmax,25,0.001,32,0.8790243902439024
"[16, 32, 16]",softmax,25,0.001,64,0.5131707317073171
"[16, 32, 16]",softmax,25,0.001,128,0.5131707317073171
"[16, 32, 16]",softmax,25,0.001,256,0.5131707317073171
"[16, 32, 16]",softmax,25,0.001,512,0.5131707317073171
"[16, 32, 16]",softmax,25,0.0001,16,0.4868292682926829
"[16, 32, 16]",softmax,25,0.0001,32,0.4868292682926829
"[16, 32, 16]",softmax,25,0.0001,64,0.4868292682926829
"[16, 32, 16]",softmax,25,0.0001,128,0.5131707317073171
"[16, 32, 16]",softmax,25,0.0001,256,0.5131707317073171
"[16, 32, 16]",softmax,25,0.0001,512,0.4868292682926829
"[16, 32, 16]",softmax,50,10.0,16,0.5131707317073171
"[16, 32, 16]",softmax,50,10.0,32,0.7717073170731708
"[16, 32, 16]",softmax,50,10.0,64,0.5131707317073171
"[16, 32, 16]",softmax,50,10.0,128,0.5131707317073171
"[16, 32, 16]",softmax,50,10.0,256,0.5131707317073171
"[16, 32, 16]",softmax,50,10.0,512,0.5131707317073171
"[16, 32, 16]",softmax,50,1.0,16,0.7404878048780488
"[16, 32, 16]",softmax,50,1.0,32,0.6380487804878049
"[16, 32, 16]",softmax,50,1.0,64,0.5131707317073171
"[16, 32, 16]",softmax,50,1.0,128,0.8292682926829268
"[16, 32, 16]",softmax,50,1.0,256,0.7785365853658537
"[16, 32, 16]",softmax,50,1.0,512,0.4868292682926829
"[16, 32, 16]",softmax,50,0.1,16,0.8126829268292682
"[16, 32, 16]",softmax,50,0.1,32,0.8360975609756097
"[16, 32, 16]",softmax,50,0.1,64,0.8917073170731707
"[16, 32, 16]",softmax,50,0.1,128,0.9102439024390244
"[16, 32, 16]",softmax,50,0.1,256,0.9258536585365854
"[16, 32, 16]",softmax,50,0.1,512,0.8897560975609756
"[16, 32, 16]",softmax,50,0.01,16,0.9473170731707317
"[16, 32, 16]",softmax,50,0.01,32,0.9551219512195122
"[16, 32, 16]",softmax,50,0.01,64,0.9482926829268292
"[16, 32, 16]",softmax,50,0.01,128,0.9248780487804878
"[16, 32, 16]",softmax,50,0.01,256,0.8848780487804878
"[16, 32, 16]",softmax,50,0.01,512,0.8585365853658536
"[16, 32, 16]",softmax,50,0.001,16,0.9336585365853659
"[16, 32, 16]",softmax,50,0.001,32,0.9219512195121952
"[16, 32, 16]",softmax,50,0.001,64,0.8917073170731707
"[16, 32, 16]",softmax,50,0.001,128,0.5131707317073171
"[16, 32, 16]",softmax,50,0.001,256,0.4868292682926829
"[16, 32, 16]",softmax,50,0.001,512,0.5131707317073171
"[16, 32, 16]",softmax,50,0.0001,16,0.4868292682926829
"[16, 32, 16]",softmax,50,0.0001,32,0.5131707317073171
"[16, 32, 16]",softmax,50,0.0001,64,0.5131707317073171
"[16, 32, 16]",softmax,50,0.0001,128,0.4868292682926829
"[16, 32, 16]",softmax,50,0.0001,256,0.4868292682926829
"[16, 32, 16]",softmax,50,0.0001,512,0.5131707317073171
"[16, 32, 16]",softmax,100,10.0,16,0.5131707317073171
"[16, 32, 16]",softmax,100,10.0,32,0.4868292682926829
"[16, 32, 16]",softmax,100,10.0,64,0.5131707317073171
"[16, 32, 16]",softmax,100,10.0,128,0.5131707317073171
"[16, 32, 16]",softmax,100,10.0,256,0.5131707317073171
"[16, 32, 16]",softmax,100,10.0,512,0.5131707317073171
"[16, 32, 16]",softmax,100,1.0,16,0.7570731707317073
"[16, 32, 16]",softmax,100,1.0,32,0.5131707317073171
"[16, 32, 16]",softmax,100,1.0,64,0.7668292682926829
"[16, 32, 16]",softmax,100,1.0,128,0.5131707317073171
"[16, 32, 16]",softmax,100,1.0,256,0.7678048780487805
"[16, 32, 16]",softmax,100,1.0,512,0.4868292682926829
"[16, 32, 16]",softmax,100,0.1,16,0.8312195121951219
"[16, 32, 16]",softmax,100,0.1,32,0.8770731707317073
"[16, 32, 16]",softmax,100,0.1,64,0.8887804878048781
"[16, 32, 16]",softmax,100,0.1,128,0.8868292682926829
"[16, 32, 16]",softmax,100,0.1,256,0.9073170731707317
"[16, 32, 16]",softmax,100,0.1,512,0.9063414634146342
"[16, 32, 16]",softmax,100,0.01,16,0.968780487804878
"[16, 32, 16]",softmax,100,0.01,32,0.984390243902439
"[16, 32, 16]",softmax,100,0.01,64,0.9590243902439024
"[16, 32, 16]",softmax,100,0.01,128,0.9453658536585365
"[16, 32, 16]",softmax,100,0.01,256,0.9453658536585365
"[16, 32, 16]",softmax,100,0.01,512,0.8946341463414634
"[16, 32, 16]",softmax,100,0.001,16,0.944390243902439
"[16, 32, 16]",softmax,100,0.001,32,0.937560975609756
"[16, 32, 16]",softmax,100,0.001,64,0.9121951219512195
"[16, 32, 16]",softmax,100,0.001,128,0.8760975609756098
"[16, 32, 16]",softmax,100,0.001,256,0.5131707317073171
"[16, 32, 16]",softmax,100,0.001,512,0.5131707317073171
"[16, 32, 16]",softmax,100,0.0001,16,0.8039024390243903
"[16, 32, 16]",softmax,100,0.0001,32,0.4868292682926829
"[16, 32, 16]",softmax,100,0.0001,64,0.5131707317073171
"[16, 32, 16]",softmax,100,0.0001,128,0.4868292682926829
"[16, 32, 16]",softmax,100,0.0001,256,0.4868292682926829
"[16, 32, 16]",softmax,100,0.0001,512,0.5131707317073171
"[16, 32, 16]",softmax,250,10.0,16,0.5131707317073171
"[16, 32, 16]",softmax,250,10.0,32,0.5131707317073171
"[16, 32, 16]",softmax,250,10.0,64,0.5131707317073171
"[16, 32, 16]",softmax,250,10.0,128,0.4868292682926829
"[16, 32, 16]",softmax,250,10.0,256,0.4868292682926829
"[16, 32, 16]",softmax,250,10.0,512,0.5131707317073171
"[16, 32, 16]",softmax,250,1.0,16,0.4868292682926829
"[16, 32, 16]",softmax,250,1.0,32,0.5131707317073171
"[16, 32, 16]",softmax,250,1.0,64,0.5131707317073171
"[16, 32, 16]",softmax,250,1.0,128,0.7824390243902439
"[16, 32, 16]",softmax,250,1.0,256,0.7746341463414634
"[16, 32, 16]",softmax,250,1.0,512,0.7648780487804878
"[16, 32, 16]",softmax,250,0.1,16,0.8273170731707317
"[16, 32, 16]",softmax,250,0.1,32,0.8458536585365853
"[16, 32, 16]",softmax,250,0.1,64,0.8526829268292683
"[16, 32, 16]",softmax,250,0.1,128,0.8760975609756098
"[16, 32, 16]",softmax,250,0.1,256,0.9287804878048781
"[16, 32, 16]",softmax,250,0.1,512,0.9014634146341464
"[16, 32, 16]",softmax,250,0.01,16,0.9551219512195122
"[16, 32, 16]",softmax,250,0.01,32,0.9639024390243902
"[16, 32, 16]",softmax,250,0.01,64,0.9795121951219512
"[16, 32, 16]",softmax,250,0.01,128,0.9463414634146341
"[16, 32, 16]",softmax,250,0.01,256,0.9463414634146341
"[16, 32, 16]",softmax,250,0.01,512,0.9014634146341464
"[16, 32, 16]",softmax,250,0.001,16,0.9502439024390243
"[16, 32, 16]",softmax,250,0.001,32,0.9434146341463414
"[16, 32, 16]",softmax,250,0.001,64,0.9482926829268292
"[16, 32, 16]",softmax,250,0.001,128,0.9190243902439025
"[16, 32, 16]",softmax,250,0.001,256,0.8829268292682927
"[16, 32, 16]",softmax,250,0.001,512,0.5131707317073171
"[16, 32, 16]",softmax,250,0.0001,16,0.8936585365853659
"[16, 32, 16]",softmax,250,0.0001,32,0.8624390243902439
"[16, 32, 16]",softmax,250,0.0001,64,0.5131707317073171
"[16, 32, 16]",softmax,250,0.0001,128,0.5131707317073171
"[16, 32, 16]",softmax,250,0.0001,256,0.4868292682926829
"[16, 32, 16]",softmax,250,0.0001,512,0.4868292682926829
"[16, 32, 16]",tanh,1,10.0,16,0.32195121951219513
"[16, 32, 16]",tanh,1,10.0,32,0.6058536585365853
"[16, 32, 16]",tanh,1,10.0,64,0.7326829268292683
"[16, 32, 16]",tanh,1,10.0,128,0.7990243902439025
"[16, 32, 16]",tanh,1,10.0,256,0.7746341463414634
"[16, 32, 16]",tanh,1,10.0,512,0.18439024390243902
"[16, 32, 16]",tanh,1,1.0,16,0.7307317073170732
"[16, 32, 16]",tanh,1,1.0,32,0.5902439024390244
"[16, 32, 16]",tanh,1,1.0,64,0.4419512195121951
"[16, 32, 16]",tanh,1,1.0,128,0.7297560975609756
"[16, 32, 16]",tanh,1,1.0,256,0.7609756097560976
"[16, 32, 16]",tanh,1,1.0,512,0.7746341463414634
"[16, 32, 16]",tanh,1,0.1,16,0.824390243902439
"[16, 32, 16]",tanh,1,0.1,32,0.8351219512195122
"[16, 32, 16]",tanh,1,0.1,64,0.8409756097560975
"[16, 32, 16]",tanh,1,0.1,128,0.8156097560975609
"[16, 32, 16]",tanh,1,0.1,256,0.8507317073170731
"[16, 32, 16]",tanh,1,0.1,512,0.8321951219512195
"[16, 32, 16]",tanh,1,0.01,16,0.8517073170731707
"[16, 32, 16]",tanh,1,0.01,32,0.8468292682926829
"[16, 32, 16]",tanh,1,0.01,64,0.864390243902439
"[16, 32, 16]",tanh,1,0.01,128,0.8282926829268292
"[16, 32, 16]",tanh,1,0.01,256,0.8107317073170732
"[16, 32, 16]",tanh,1,0.01,512,0.7697560975609756
"[16, 32, 16]",tanh,1,0.001,16,0.8156097560975609
"[16, 32, 16]",tanh,1,0.001,32,0.7629268292682927
"[16, 32, 16]",tanh,1,0.001,64,0.7580487804878049
"[16, 32, 16]",tanh,1,0.001,128,0.6936585365853658
"[16, 32, 16]",tanh,1,0.001,256,0.5131707317073171
"[16, 32, 16]",tanh,1,0.001,512,0.5131707317073171
"[16, 32, 16]",tanh,1,0.0001,16,0.7209756097560975
"[16, 32, 16]",tanh,1,0.0001,32,0.4868292682926829
"[16, 32, 16]",tanh,1,0.0001,64,0.6165853658536585
"[16, 32, 16]",tanh,1,0.0001,128,0.3824390243902439
"[16, 32, 16]",tanh,1,0.0001,256,0.5853658536585366
"[16, 32, 16]",tanh,1,0.0001,512,0.4868292682926829
"[16, 32, 16]",tanh,10,10.0,16,0.7736585365853659
"[16, 32, 16]",tanh,10,10.0,32,0.20878048780487804
"[16, 32, 16]",tanh,10,10.0,64,0.7736585365853659
"[16, 32, 16]",tanh,10,10.0,128,0.791219512195122
"[16, 32, 16]",tanh,10,10.0,256,0.7882926829268293
"[16, 32, 16]",tanh,10,10.0,512,0.19707317073170733
"[16, 32, 16]",tanh,10,1.0,16,0.7541463414634146
"[16, 32, 16]",tanh,10,1.0,32,0.7980487804878049
"[16, 32, 16]",tanh,10,1.0,64,0.7560975609756098
"[16, 32, 16]",tanh,10,1.0,128,0.7414634146341463
"[16, 32, 16]",tanh,10,1.0,256,0.6848780487804879
"[16, 32, 16]",tanh,10,1.0,512,0.8009756097560976
"[16, 32, 16]",tanh,10,0.1,16,0.8751219512195122
"[16, 32, 16]",tanh,10,0.1,32,0.8936585365853659
"[16, 32, 16]",tanh,10,0.1,64,0.8926829268292683
"[16, 32, 16]",tanh,10,0.1,128,0.8507317073170731
"[16, 32, 16]",tanh,10,0.1,256,0.7141463414634146
"[16, 32, 16]",tanh,10,0.1,512,0.855609756097561
"[16, 32, 16]",tanh,10,0.01,16,0.9258536585365854
"[16, 32, 16]",tanh,10,0.01,32,0.9307317073170732
"[16, 32, 16]",tanh,10,0.01,64,0.9219512195121952
"[16, 32, 16]",tanh,10,0.01,128,0.8780487804878049
"[16, 32, 16]",tanh,10,0.01,256,0.848780487804878
"[16, 32, 16]",tanh,10,0.01,512,0.8321951219512195
"[16, 32, 16]",tanh,10,0.001,16,0.8634146341463415
"[16, 32, 16]",tanh,10,0.001,32,0.8663414634146341
"[16, 32, 16]",tanh,10,0.001,64,0.8507317073170731
"[16, 32, 16]",tanh,10,0.001,128,0.8156097560975609
"[16, 32, 16]",tanh,10,0.001,256,0.8126829268292682
"[16, 32, 16]",tanh,10,0.001,512,0.7521951219512195
"[16, 32, 16]",tanh,10,0.0001,16,0.8214634146341463
"[16, 32, 16]",tanh,10,0.0001,32,0.8039024390243903
"[16, 32, 16]",tanh,10,0.0001,64,0.7795121951219512
"[16, 32, 16]",tanh,10,0.0001,128,0.535609756097561
"[16, 32, 16]",tanh,10,0.0001,256,0.5434146341463415
"[16, 32, 16]",tanh,10,0.0001,512,0.3434146341463415
"[16, 32, 16]",tanh,25,10.0,16,0.5502439024390244
"[16, 32, 16]",tanh,25,10.0,32,0.8107317073170732
"[16, 32, 16]",tanh,25,10.0,64,0.6517073170731708
"[16, 32, 16]",tanh,25,10.0,128,0.7804878048780488
"[16, 32, 16]",tanh,25,10.0,256,0.7746341463414634
"[16, 32, 16]",tanh,25,10.0,512,0.22634146341463415
"[16, 32, 16]",tanh,25,1.0,16,0.7531707317073171
"[16, 32, 16]",tanh,25,1.0,32,0.7531707317073171
"[16, 32, 16]",tanh,25,1.0,64,0.5834146341463414
"[16, 32, 16]",tanh,25,1.0,128,0.7278048780487805
