hidden_layers,activation,epochs,learning_rate,batch_size,accuracy
[32],softmax,50,1.0,32,0.8282926829268292
[32],softmax,50,1.0,64,0.8995121951219512
[32],softmax,50,1.0,128,0.8390243902439024
[32],softmax,50,1.0,256,0.8536585365853658
[32],softmax,50,1.0,512,0.8868292682926829
[32],softmax,50,0.1,16,0.9492682926829268
[32],softmax,50,0.1,32,0.9717073170731707
[32],softmax,50,0.1,64,0.9863414634146341
[32],softmax,50,0.1,128,0.9941463414634146
[32],softmax,50,0.1,256,0.9678048780487805
[32],softmax,50,0.1,512,0.9668292682926829
[32],softmax,50,0.01,16,0.9902439024390244
[32],softmax,50,0.01,32,0.9824390243902439
[32],softmax,50,0.01,64,0.9804878048780488
[32],softmax,50,0.01,128,0.9424390243902439
[32],softmax,50,0.01,256,0.8760975609756098
[32],softmax,50,0.01,512,0.8634146341463415
[32],softmax,50,0.001,16,0.9180487804878049
[32],softmax,50,0.001,32,0.8936585365853659
[32],softmax,50,0.001,64,0.8731707317073171
[32],softmax,50,0.001,128,0.833170731707317
[32],softmax,50,0.001,256,0.8185365853658536
[32],softmax,50,0.001,512,0.4868292682926829
[32],softmax,50,0.0001,16,0.8273170731707317
[32],softmax,50,0.0001,32,0.7434146341463415
[32],softmax,50,0.0001,64,0.8
[32],softmax,50,0.0001,128,0.6136585365853658
[32],softmax,50,0.0001,256,0.4868292682926829
[32],softmax,50,0.0001,512,0.64
[32],softmax,100,10.0,16,0.76
[32],softmax,100,10.0,32,0.6653658536585366
[32],softmax,100,10.0,64,0.8185365853658536
[32],softmax,100,10.0,128,0.7941463414634147
[32],softmax,100,10.0,256,0.7648780487804878
[32],softmax,100,10.0,512,0.7736585365853659
[32],softmax,100,1.0,16,0.7434146341463415
[32],softmax,100,1.0,32,0.8507317073170731
[32],softmax,100,1.0,64,0.8614634146341463
[32],softmax,100,1.0,128,0.8965853658536586
[32],softmax,100,1.0,256,0.8887804878048781
[32],softmax,100,1.0,512,0.937560975609756
[32],softmax,100,0.1,16,0.953170731707317
[32],softmax,100,0.1,32,0.9834146341463414
[32],softmax,100,0.1,64,0.9970731707317073
[32],softmax,100,0.1,128,0.9853658536585366
[32],softmax,100,0.1,256,0.9834146341463414
[32],softmax,100,0.1,512,0.9658536585365853
[32],softmax,100,0.01,16,0.9941463414634146
[32],softmax,100,0.01,32,0.9912195121951219
[32],softmax,100,0.01,64,0.9824390243902439
[32],softmax,100,0.01,128,0.935609756097561
[32],softmax,100,0.01,256,0.9131707317073171
[32],softmax,100,0.01,512,0.8702439024390244
[32],softmax,100,0.001,16,0.9639024390243902
[32],softmax,100,0.001,32,0.9063414634146342
[32],softmax,100,0.001,64,0.8868292682926829
[32],softmax,100,0.001,128,0.8634146341463415
[32],softmax,100,0.001,256,0.8370731707317073
[32],softmax,100,0.001,512,0.8136585365853658
[32],softmax,100,0.0001,16,0.8439024390243902
[32],softmax,100,0.0001,32,0.8341463414634146
[32],softmax,100,0.0001,64,0.7668292682926829
[32],softmax,100,0.0001,128,0.688780487804878
[32],softmax,100,0.0001,256,0.7092682926829268
[32],softmax,100,0.0001,512,0.4868292682926829
[32],softmax,250,10.0,16,0.7892682926829269
[32],softmax,250,10.0,32,0.6741463414634147
[32],softmax,250,10.0,64,0.5873170731707317
[32],softmax,250,10.0,128,0.5736585365853658
[32],softmax,250,10.0,256,0.5443902439024391
[32],softmax,250,10.0,512,0.6770731707317074
[32],softmax,250,1.0,16,0.84
[32],softmax,250,1.0,32,0.8117073170731708
[32],softmax,250,1.0,64,0.855609756097561
[32],softmax,250,1.0,128,0.8019512195121952
[32],softmax,250,1.0,256,0.9131707317073171
[32],softmax,250,1.0,512,0.8926829268292683
[32],softmax,250,0.1,16,0.953170731707317
[32],softmax,250,0.1,32,0.9541463414634146
[32],softmax,250,0.1,64,0.9717073170731707
[32],softmax,250,0.1,128,0.9931707317073171
[32],softmax,250,0.1,256,0.9970731707317073
[32],softmax,250,0.1,512,0.9804878048780488
[32],softmax,250,0.01,16,0.9960975609756098
[32],softmax,250,0.01,32,1.0
[32],softmax,250,0.01,64,0.9931707317073171
[32],softmax,250,0.01,128,0.9814634146341463
[32],softmax,250,0.01,256,0.9512195121951219
[32],softmax,250,0.01,512,0.9170731707317074
[32],softmax,250,0.001,16,0.9668292682926829
[32],softmax,250,0.001,32,0.975609756097561
[32],softmax,250,0.001,64,0.9326829268292683
[32],softmax,250,0.001,128,0.895609756097561
[32],softmax,250,0.001,256,0.8634146341463415
[32],softmax,250,0.001,512,0.8419512195121951
[32],softmax,250,0.0001,16,0.8839024390243903
[32],softmax,250,0.0001,32,0.8565853658536585
[32],softmax,250,0.0001,64,0.8312195121951219
[32],softmax,250,0.0001,128,0.7873170731707317
[32],softmax,250,0.0001,256,0.7541463414634146
[32],softmax,250,0.0001,512,0.4868292682926829
[32],tanh,1,10.0,16,0.7980487804878049
[32],tanh,1,10.0,32,0.7736585365853659
[32],tanh,1,10.0,64,0.8097560975609757
[32],tanh,1,10.0,128,0.8263414634146341
[32],tanh,1,10.0,256,0.24097560975609755
[32],tanh,1,10.0,512,0.7619512195121951
[32],tanh,1,1.0,16,0.791219512195122
[32],tanh,1,1.0,32,0.8497560975609756
[32],tanh,1,1.0,64,0.8497560975609756
[32],tanh,1,1.0,128,0.8546341463414634
[32],tanh,1,1.0,256,0.8185365853658536
[32],tanh,1,1.0,512,0.7980487804878049
[32],tanh,1,0.1,16,0.8917073170731707
[32],tanh,1,0.1,32,0.8439024390243902
[32],tanh,1,0.1,64,0.8526829268292683
[32],tanh,1,0.1,128,0.7990243902439025
[32],tanh,1,0.1,256,0.8429268292682927
[32],tanh,1,0.1,512,0.8224390243902439
[32],tanh,1,0.01,16,0.848780487804878
[32],tanh,1,0.01,32,0.8653658536585366
[32],tanh,1,0.01,64,0.8370731707317073
[32],tanh,1,0.01,128,0.8292682926829268
[32],tanh,1,0.01,256,0.7785365853658537
[32],tanh,1,0.01,512,0.7580487804878049
[32],tanh,1,0.001,16,0.7970731707317074
[32],tanh,1,0.001,32,0.7697560975609756
[32],tanh,1,0.001,64,0.7414634146341463
[32],tanh,1,0.001,128,0.6039024390243902
[32],tanh,1,0.001,256,0.6282926829268293
[32],tanh,1,0.001,512,0.72
[32],tanh,1,0.0001,16,0.6682926829268293
[32],tanh,1,0.0001,32,0.6946341463414634
[32],tanh,1,0.0001,64,0.5336585365853659
[32],tanh,1,0.0001,128,0.6175609756097561
[32],tanh,1,0.0001,256,0.6643902439024391
[32],tanh,1,0.0001,512,0.5346341463414634
[32],tanh,10,10.0,16,0.817560975609756
[32],tanh,10,10.0,32,0.791219512195122
[32],tanh,10,10.0,64,0.8029268292682927
[32],tanh,10,10.0,128,0.7990243902439025
[32],tanh,10,10.0,256,0.7736585365853659
[32],tanh,10,10.0,512,0.7765853658536586
[32],tanh,10,1.0,16,0.8341463414634146
[32],tanh,10,1.0,32,0.8292682926829268
[32],tanh,10,1.0,64,0.9219512195121952
[32],tanh,10,1.0,128,0.8946341463414634
[32],tanh,10,1.0,256,0.8760975609756098
[32],tanh,10,1.0,512,0.8878048780487805
[32],tanh,10,0.1,16,1.0
[32],tanh,10,0.1,32,0.9834146341463414
[32],tanh,10,0.1,64,1.0
[32],tanh,10,0.1,128,0.9736585365853658
[32],tanh,10,0.1,256,0.848780487804878
[32],tanh,10,0.1,512,0.5824390243902439
[32],tanh,10,0.01,16,0.975609756097561
[32],tanh,10,0.01,32,0.9297560975609757
[32],tanh,10,0.01,64,0.8517073170731707
[32],tanh,10,0.01,128,0.8526829268292683
[32],tanh,10,0.01,256,0.864390243902439
[32],tanh,10,0.01,512,0.8380487804878048
[32],tanh,10,0.001,16,0.8478048780487805
[32],tanh,10,0.001,32,0.8497560975609756
[32],tanh,10,0.001,64,0.848780487804878
[32],tanh,10,0.001,128,0.8136585365853658
[32],tanh,10,0.001,256,0.7697560975609756
[32],tanh,10,0.001,512,0.7014634146341463
[32],tanh,10,0.0001,16,0.8126829268292682
[32],tanh,10,0.0001,32,0.7658536585365854
[32],tanh,10,0.0001,64,0.551219512195122
[32],tanh,10,0.0001,128,0.3551219512195122
[32],tanh,10,0.0001,256,0.5121951219512195
[32],tanh,10,0.0001,512,0.41365853658536583
[32],tanh,25,10.0,16,0.7580487804878049
[32],tanh,25,10.0,32,0.8087804878048781
[32],tanh,25,10.0,64,0.7092682926829268
[32],tanh,25,10.0,128,0.8058536585365854
[32],tanh,25,10.0,256,0.8204878048780487
[32],tanh,25,10.0,512,0.7873170731707317
[32],tanh,25,1.0,16,0.8253658536585365
[32],tanh,25,1.0,32,0.8858536585365854
[32],tanh,25,1.0,64,0.8868292682926829
[32],tanh,25,1.0,128,0.9092682926829269
[32],tanh,25,1.0,256,0.9580487804878048
[32],tanh,25,1.0,512,0.9102439024390244
[32],tanh,25,0.1,16,1.0
[32],tanh,25,0.1,32,1.0
[32],tanh,25,0.1,64,1.0
[32],tanh,25,0.1,128,1.0
[32],tanh,25,0.1,256,0.8263414634146341
[32],tanh,25,0.1,512,0.7960975609756098
[32],tanh,25,0.01,16,1.0
[32],tanh,25,0.01,32,0.9960975609756098
[32],tanh,25,0.01,64,0.9736585365853658
[32],tanh,25,0.01,128,0.8809756097560976
[32],tanh,25,0.01,256,0.8419512195121951
[32],tanh,25,0.01,512,0.8478048780487805
[32],tanh,25,0.001,16,0.88
[32],tanh,25,0.001,32,0.8741463414634146
[32],tanh,25,0.001,64,0.8585365853658536
[32],tanh,25,0.001,128,0.8409756097560975
[32],tanh,25,0.001,256,0.8165853658536585
[32],tanh,25,0.001,512,0.7658536585365854
[32],tanh,25,0.0001,16,0.8439024390243902
[32],tanh,25,0.0001,32,0.8468292682926829
[32],tanh,25,0.0001,64,0.7678048780487805
[32],tanh,25,0.0001,128,0.7365853658536585
[32],tanh,25,0.0001,256,0.6526829268292683
[32],tanh,25,0.0001,512,0.36878048780487804
[32],tanh,50,10.0,16,0.806829268292683
[32],tanh,50,10.0,32,0.7941463414634147
[32],tanh,50,10.0,64,0.22634146341463415
[32],tanh,50,10.0,128,0.7990243902439025
[32],tanh,50,10.0,256,0.8380487804878048
[32],tanh,50,10.0,512,0.7736585365853659
[32],tanh,50,1.0,16,0.8634146341463415
[32],tanh,50,1.0,32,0.8526829268292683
[32],tanh,50,1.0,64,0.9073170731707317
[32],tanh,50,1.0,128,0.88
[32],tanh,50,1.0,256,0.9092682926829269
[32],tanh,50,1.0,512,0.9151219512195122
[32],tanh,50,0.1,16,1.0
[32],tanh,50,0.1,32,1.0
[32],tanh,50,0.1,64,1.0
[32],tanh,50,0.1,128,1.0
[32],tanh,50,0.1,256,0.9814634146341463
[32],tanh,50,0.1,512,0.8321951219512195
[32],tanh,50,0.01,16,1.0
[32],tanh,50,0.01,32,1.0
[32],tanh,50,0.01,64,0.9970731707317073
[32],tanh,50,0.01,128,0.9141463414634147
[32],tanh,50,0.01,256,0.8419512195121951
[32],tanh,50,0.01,512,0.848780487804878
[32],tanh,50,0.001,16,0.9434146341463414
[32],tanh,50,0.001,32,0.8829268292682927
[32],tanh,50,0.001,64,0.8624390243902439
[32],tanh,50,0.001,128,0.8429268292682927
[32],tanh,50,0.001,256,0.8409756097560975
[32],tanh,50,0.001,512,0.8195121951219512
[32],tanh,50,0.0001,16,0.8663414634146341
[32],tanh,50,0.0001,32,0.855609756097561
[32],tanh,50,0.0001,64,0.8302439024390244
[32],tanh,50,0.0001,128,0.784390243902439
[32],tanh,50,0.0001,256,0.7385365853658536
[32],tanh,50,0.0001,512,0.6946341463414634
[32],tanh,100,10.0,16,0.7785365853658537
[32],tanh,100,10.0,32,0.8029268292682927
[32],tanh,100,10.0,64,0.7951219512195122
[32],tanh,100,10.0,128,0.8117073170731708
[32],tanh,100,10.0,256,0.8156097560975609
[32],tanh,100,10.0,512,0.833170731707317
[32],tanh,100,1.0,16,0.8673170731707317
[32],tanh,100,1.0,32,0.9131707317073171
[32],tanh,100,1.0,64,0.9082926829268293
[32],tanh,100,1.0,128,0.9121951219512195
[32],tanh,100,1.0,256,0.9053658536585366
[32],tanh,100,1.0,512,0.895609756097561
[32],tanh,100,0.1,16,1.0
[32],tanh,100,0.1,32,1.0
[32],tanh,100,0.1,64,1.0
[32],tanh,100,0.1,128,1.0
[32],tanh,100,0.1,256,1.0
[32],tanh,100,0.1,512,0.9892682926829268
[32],tanh,100,0.01,16,1.0
[32],tanh,100,0.01,32,1.0
[32],tanh,100,0.01,64,1.0
[32],tanh,100,0.01,128,0.9921951219512195
[32],tanh,100,0.01,256,0.8829268292682927
[32],tanh,100,0.01,512,0.833170731707317
[32],tanh,100,0.001,16,0.9921951219512195
[32],tanh,100,0.001,32,0.9365853658536586
[32],tanh,100,0.001,64,0.8809756097560976
[32],tanh,100,0.001,128,0.8536585365853658
[32],tanh,100,0.001,256,0.8468292682926829
[32],tanh,100,0.001,512,0.848780487804878
[32],tanh,100,0.0001,16,0.8634146341463415
[32],tanh,100,0.0001,32,0.8673170731707317
[32],tanh,100,0.0001,64,0.8565853658536585
[32],tanh,100,0.0001,128,0.8546341463414634
[32],tanh,100,0.0001,256,0.8204878048780487
[32],tanh,100,0.0001,512,0.7609756097560976
[32],tanh,250,10.0,16,0.7736585365853659
[32],tanh,250,10.0,32,0.8009756097560976
[32],tanh,250,10.0,64,0.18829268292682927
[32],tanh,250,10.0,128,0.22634146341463415
[32],tanh,250,10.0,256,0.18439024390243902
[32],tanh,250,10.0,512,0.7990243902439025
[32],tanh,250,1.0,16,0.855609756097561
[32],tanh,250,1.0,32,0.8741463414634146
[32],tanh,250,1.0,64,0.9034146341463415
[32],tanh,250,1.0,128,0.8819512195121951
[32],tanh,250,1.0,256,0.8995121951219512
[32],tanh,250,1.0,512,0.9014634146341464
[32],tanh,250,0.1,16,1.0
[32],tanh,250,0.1,32,1.0
[32],tanh,250,0.1,64,1.0
[32],tanh,250,0.1,128,1.0
[32],tanh,250,0.1,256,1.0
[32],tanh,250,0.1,512,0.9824390243902439
[32],tanh,250,0.01,16,1.0
[32],tanh,250,0.01,32,1.0
[32],tanh,250,0.01,64,1.0
[32],tanh,250,0.01,128,1.0
[32],tanh,250,0.01,256,0.9707317073170731
[32],tanh,250,0.01,512,0.8858536585365854
[32],tanh,250,0.001,16,1.0
[32],tanh,250,0.001,32,1.0
[32],tanh,250,0.001,64,0.9560975609756097
[32],tanh,250,0.001,128,0.8887804878048781
[32],tanh,250,0.001,256,0.8682926829268293
[32],tanh,250,0.001,512,0.8634146341463415
[32],tanh,250,0.0001,16,0.8702439024390244
[32],tanh,250,0.0001,32,0.8604878048780488
[32],tanh,250,0.0001,64,0.8546341463414634
[32],tanh,250,0.0001,128,0.8360975609756097
[32],tanh,250,0.0001,256,0.8146341463414634
[32],tanh,250,0.0001,512,0.8136585365853658
[64],linear,1,10.0,16,0.7970731707317074
[64],linear,1,10.0,32,0.22634146341463415
[64],linear,1,10.0,64,0.2175609756097561
[64],linear,1,10.0,128,0.7804878048780488
[64],linear,1,10.0,256,0.3824390243902439
[64],linear,1,10.0,512,0.7941463414634147
[64],linear,1,1.0,16,0.6507317073170732
[64],linear,1,1.0,32,0.6478048780487805
[64],linear,1,1.0,64,0.697560975609756
[64],linear,1,1.0,128,0.8078048780487805
[64],linear,1,1.0,256,0.7336585365853658
[64],linear,1,1.0,512,0.28292682926829266
[64],linear,1,0.1,16,0.8087804878048781
[64],linear,1,0.1,32,0.7434146341463415
[64],linear,1,0.1,64,0.8146341463414634
[64],linear,1,0.1,128,0.8224390243902439
[64],linear,1,0.1,256,0.8234146341463414
[64],linear,1,0.1,512,0.704390243902439
[64],linear,1,0.01,16,0.8595121951219512
[64],linear,1,0.01,32,0.8370731707317073
[64],linear,1,0.01,64,0.8360975609756097
[64],linear,1,0.01,128,0.8097560975609757
[64],linear,1,0.01,256,0.8156097560975609
[64],linear,1,0.01,512,0.7902439024390244
[64],linear,1,0.001,16,0.806829268292683
[64],linear,1,0.001,32,0.7990243902439025
[64],linear,1,0.001,64,0.7736585365853659
[64],linear,1,0.001,128,0.7580487804878049
[64],linear,1,0.001,256,0.5765853658536585
[64],linear,1,0.001,512,0.7170731707317073
[64],linear,1,0.0001,16,0.5073170731707317
[64],linear,1,0.0001,32,0.29560975609756096
[64],linear,1,0.0001,64,0.47024390243902436
[64],linear,1,0.0001,128,0.5024390243902439
[64],linear,1,0.0001,256,0.5141463414634146
[64],linear,1,0.0001,512,0.7629268292682927
[64],linear,10,10.0,16,0.2126829268292683
[64],linear,10,10.0,32,0.4917073170731707
[64],linear,10,10.0,64,0.7960975609756098
[64],linear,10,10.0,128,0.20682926829268292
[64],linear,10,10.0,256,0.5434146341463415
[64],linear,10,10.0,512,0.6360975609756098
[64],linear,10,1.0,16,0.7697560975609756
[64],linear,10,1.0,32,0.68
[64],linear,10,1.0,64,0.7365853658536585
[64],linear,10,1.0,128,0.7960975609756098
[64],linear,10,1.0,256,0.7863414634146342
[64],linear,10,1.0,512,0.6068292682926829
[64],linear,10,0.1,16,0.6321951219512195
[64],linear,10,0.1,32,0.8409756097560975
[64],linear,10,0.1,64,0.7629268292682927
[64],linear,10,0.1,128,0.824390243902439
[64],linear,10,0.1,256,0.6770731707317074
[64],linear,10,0.1,512,0.7785365853658537
[64],linear,10,0.01,16,0.8380487804878048
[64],linear,10,0.01,32,0.8478048780487805
[64],linear,10,0.01,64,0.8224390243902439
[64],linear,10,0.01,128,0.8136585365853658
[64],linear,10,0.01,256,0.8302439024390244
[64],linear,10,0.01,512,0.806829268292683
[64],linear,10,0.001,16,0.8624390243902439
[64],linear,10,0.001,32,0.8536585365853658
[64],linear,10,0.001,64,0.8536585365853658
[64],linear,10,0.001,128,0.8185365853658536
[64],linear,10,0.001,256,0.8009756097560976
[64],linear,10,0.001,512,0.7609756097560976
[64],linear,10,0.0001,16,0.8419512195121951
[64],linear,10,0.0001,32,0.7892682926829269
[64],linear,10,0.0001,64,0.7024390243902439
[64],linear,10,0.0001,128,0.6751219512195122
[64],linear,10,0.0001,256,0.7551219512195122
[64],linear,10,0.0001,512,0.3775609756097561
[64],linear,25,10.0,16,0.7921951219512195
[64],linear,25,10.0,32,0.22634146341463415
[64],linear,25,10.0,64,0.4692682926829268
[64],linear,25,10.0,128,0.7053658536585365
[64],linear,25,10.0,256,0.22439024390243903
[64],linear,25,10.0,512,0.7736585365853659
[64],linear,25,1.0,16,0.7541463414634146
[64],linear,25,1.0,32,0.7473170731707317
[64],linear,25,1.0,64,0.84
[64],linear,25,1.0,128,0.8107317073170732
[64],linear,25,1.0,256,0.7921951219512195
[64],linear,25,1.0,512,0.7980487804878049
[64],linear,25,0.1,16,0.7951219512195122
[64],linear,25,0.1,32,0.8360975609756097
[64],linear,25,0.1,64,0.8429268292682927
[64],linear,25,0.1,128,0.8214634146341463
[64],linear,25,0.1,256,0.8341463414634146
[64],linear,25,0.1,512,0.7902439024390244
[64],linear,25,0.01,16,0.8380487804878048
[64],linear,25,0.01,32,0.855609756097561
[64],linear,25,0.01,64,0.8565853658536585
[64],linear,25,0.01,128,0.8312195121951219
[64],linear,25,0.01,256,0.8536585365853658
[64],linear,25,0.01,512,0.8126829268292682
[64],linear,25,0.001,16,0.855609756097561
[64],linear,25,0.001,32,0.8507317073170731
[64],linear,25,0.001,64,0.8546341463414634
[64],linear,25,0.001,128,0.8614634146341463
[64],linear,25,0.001,256,0.824390243902439
[64],linear,25,0.001,512,0.8370731707317073
[64],linear,25,0.0001,16,0.8497560975609756
[64],linear,25,0.0001,32,0.8234146341463414
[64],linear,25,0.0001,64,0.8048780487804879
[64],linear,25,0.0001,128,0.7824390243902439
[64],linear,25,0.0001,256,0.6614634146341464
[64],linear,25,0.0001,512,0.535609756097561
[64],linear,50,10.0,16,0.20878048780487804
[64],linear,50,10.0,32,0.7980487804878049
[64],linear,50,10.0,64,0.5170731707317073
[64],linear,50,10.0,128,0.7765853658536586
[64],linear,50,10.0,256,0.44878048780487806
[64],linear,50,10.0,512,0.7736585365853659
[64],linear,50,1.0,16,0.735609756097561
[64],linear,50,1.0,32,0.7473170731707317
[64],linear,50,1.0,64,0.7707317073170732
[64],linear,50,1.0,128,0.8
[64],linear,50,1.0,256,0.76
[64],linear,50,1.0,512,0.7414634146341463
[64],linear,50,0.1,16,0.8380487804878048
[64],linear,50,0.1,32,0.8370731707317073
[64],linear,50,0.1,64,0.8478048780487805
[64],linear,50,0.1,128,0.8663414634146341
[64],linear,50,0.1,256,0.7902439024390244
[64],linear,50,0.1,512,0.7902439024390244
[64],linear,50,0.01,16,0.8546341463414634
[64],linear,50,0.01,32,0.8390243902439024
[64],linear,50,0.01,64,0.8448780487804878
[64],linear,50,0.01,128,0.8409756097560975
[64],linear,50,0.01,256,0.8302439024390244
[64],linear,50,0.01,512,0.8370731707317073
[64],linear,50,0.001,16,0.8585365853658536
[64],linear,50,0.001,32,0.8536585365853658
[64],linear,50,0.001,64,0.8624390243902439
[64],linear,50,0.001,128,0.8439024390243902
[64],linear,50,0.001,256,0.8409756097560975
[64],linear,50,0.001,512,0.8156097560975609
[64],linear,50,0.0001,16,0.8497560975609756
[64],linear,50,0.0001,32,0.848780487804878
[64],linear,50,0.0001,64,0.8282926829268292
[64],linear,50,0.0001,128,0.8039024390243903
[64],linear,50,0.0001,256,0.7853658536585366
[64],linear,50,0.0001,512,0.5980487804878049
[64],linear,100,10.0,16,0.8126829268292682
[64],linear,100,10.0,32,0.22634146341463415
[64],linear,100,10.0,64,0.7434146341463415
[64],linear,100,10.0,128,0.4117073170731707
[64],linear,100,10.0,256,0.22634146341463415
[64],linear,100,10.0,512,0.47317073170731705
[64],linear,100,1.0,16,0.6917073170731707
[64],linear,100,1.0,32,0.7697560975609756
[64],linear,100,1.0,64,0.8370731707317073
[64],linear,100,1.0,128,0.7892682926829269
[64],linear,100,1.0,256,0.8107317073170732
[64],linear,100,1.0,512,0.7785365853658537
[64],linear,100,0.1,16,0.8478048780487805
[64],linear,100,0.1,32,0.84
[64],linear,100,0.1,64,0.8497560975609756
[64],linear,100,0.1,128,0.8458536585365853
[64],linear,100,0.1,256,0.8517073170731707
[64],linear,100,0.1,512,0.8224390243902439
[64],linear,100,0.01,16,0.848780487804878
[64],linear,100,0.01,32,0.8429268292682927
[64],linear,100,0.01,64,0.8536585365853658
[64],linear,100,0.01,128,0.8253658536585365
[64],linear,100,0.01,256,0.8390243902439024
[64],linear,100,0.01,512,0.8263414634146341
[64],linear,100,0.001,16,0.8595121951219512
[64],linear,100,0.001,32,0.8565853658536585
[64],linear,100,0.001,64,0.848780487804878
[64],linear,100,0.001,128,0.8419512195121951
[64],linear,100,0.001,256,0.8448780487804878
[64],linear,100,0.001,512,0.833170731707317
[64],linear,100,0.0001,16,0.8546341463414634
[64],linear,100,0.0001,32,0.8595121951219512
[64],linear,100,0.0001,64,0.8370731707317073
[64],linear,100,0.0001,128,0.8390243902439024
[64],linear,100,0.0001,256,0.8146341463414634
[64],linear,100,0.0001,512,0.7960975609756098
[64],linear,250,10.0,16,0.4273170731707317
[64],linear,250,10.0,32,0.2751219512195122
[64],linear,250,10.0,64,0.22634146341463415
[64],linear,250,10.0,128,0.6809756097560976
[64],linear,250,10.0,256,0.22634146341463415
[64],linear,250,10.0,512,0.4848780487804878
[64],linear,250,1.0,16,0.6819512195121952
[64],linear,250,1.0,32,0.6409756097560976
[64],linear,250,1.0,64,0.7980487804878049
[64],linear,250,1.0,128,0.7804878048780488
[64],linear,250,1.0,256,0.7824390243902439
[64],linear,250,1.0,512,0.7941463414634147
[64],linear,250,0.1,16,0.8429268292682927
[64],linear,250,0.1,32,0.7960975609756098
[64],linear,250,0.1,64,0.8380487804878048
[64],linear,250,0.1,128,0.8595121951219512
